Date,Price_X,Price_Y,Price_Z,Price_Equipo1,Price_Equipo2
2010-02-28,-0.029290052568561542,-0.016590242260196675,-0.08679473953765982,-0.01713173546459945,-0.06401971218644942
2010-03-31,0.06648338392782893,0.12006120657165464,0.07318864098557842,0.1204688065722026,0.08549335558058502
2010-04-30,0.06938819215322045,0.11600957924401456,0.04852669168167267,0.11235463619874775,0.06026485806108628
2010-05-31,-0.10678126236851249,-0.002361895862462049,-0.12167058711688306,-0.0032093500633054717,-0.09560516058137303
2010-06-30,-0.017542904087549438,-0.10123944152584397,-0.05913940197237544,-0.09717100870994155,-0.06709587182486132
2010-07-31,-0.004003219957646742,-0.013223025331348559,0.02897072308594595,-0.017349263621118105,0.014956191786047235
2010-08-31,0.02306943830466146,0.04185633005195033,0.06254460950554641,0.04353525988686702,0.06256248095424688
2010-09-30,0.016746404313797925,-0.00794228001667907,0.021211032661435425,-0.006229381715757043,0.018589163050773294
2010-10-31,0.06323573834513585,-0.05305804805968428,0.08196605840844207,-0.05048883291654427,0.049183731447429935
2010-11-30,0.030920800402507886,0.030144388619680385,-0.005777183937381913,0.033863317343307386,0.0002091722624077974
2010-12-31,0.06835336833646455,0.014764815701994394,0.011157588488853065,0.01874557387923481,0.017047545429915267
2011-01-31,0.04919910430252017,0.07547305303198915,0.033602176648256155,0.07841407114618004,0.03944581634435895
2011-02-28,0.07094531424549011,0.10134287105681938,0.027661158852552603,0.0852074040917179,0.045223535696213624
2011-03-31,0.09737506020801323,-0.030585879213884226,0.017563833058155787,-0.019676460620562608,0.011564856571701476
2011-04-30,0.07119417476752243,-0.006484746835282884,0.04548533595720894,-0.00691098777566701,0.032780148395786135
2011-05-31,-0.07250242244915306,-0.021859880594417014,-0.026521643686985286,-0.019566544764727745,-0.019095219235327754
2011-06-30,-0.005428523356228787,-0.007825276318804697,-0.017474371471553063,-0.01116670377274076,-0.018842821276456867
2011-07-31,0.024738849618405112,-0.010214881469814863,-0.017520986346893253,-0.0006845071075449738,-0.015738245221206704
2011-08-31,-0.06026747972721136,0.022239357939297655,-0.04929279417520416,0.014215637870553799,-0.039983786980803515
2011-09-30,-0.0001918469028057146,0.0048535613178684045,-0.040323208974484714,0.005697903320251996,-0.02639804435903237
2011-10-31,-0.010227578387546288,-0.06109601894274341,-0.055724954787629066,-0.06258539628564286,-0.05567015792071217
2011-11-30,0.015548582873908146,-0.09048313905600835,-0.0450520772218832,-0.08112903777679836,-0.05239907880419903
2011-12-31,-0.025275510010245306,0.005043440222587847,-0.02900395709968695,0.007506765331038778,-0.016649458654295124
2012-01-31,0.03227331870840455,0.009088442415282394,0.05813707485459574,0.01218136066017994,0.04661840460048072
2012-02-29,0.06769239826068674,0.031076411643383928,0.030410428820379032,0.024735643033348076,0.030642175267111327
2012-03-31,0.04503587900184325,0.019330226856316912,-0.009170748181550614,0.020052855139296888,-0.005913999392247682
2012-04-30,-0.03196307023765588,-0.0009367682183869519,-0.06419693401224613,-0.010673217552116476,-0.04458252606121871
2012-05-31,-0.08959894276978986,-0.026456269114962794,-0.022918085467910743,-0.026826998278314917,-0.028792000893353098
2012-06-30,-0.13951245895531272,-0.03896629510361116,-0.057080050592116294,-0.04417519154067229,-0.05659472860774972
2012-07-31,0.06845326528706597,-0.046323494066018434,-0.008724639786046318,-0.03608554670031072,-0.009660268141129968
2012-08-31,0.09249426859525745,-0.07032900267053233,-0.018395731361215972,-0.062405555949840874,-0.0315112680399281
2012-09-30,0.0031521497646398444,-0.05510010870816995,0.10995714092130893,-0.057623034272462625,0.07715134021777637
2012-10-31,-0.013484711399078364,0.031843246543902914,-0.03827795845750259,0.038227040954276426,-0.024873471582697704
2012-11-30,-0.0180303627649554,0.02359594928999531,-0.017186360355915475,0.020579080911933723,-0.010225690803379095
2012-12-31,-0.0031974957187319575,0.010472345244506798,0.0693509221227746,0.00940350966829051,0.05649017644831833
2013-01-31,0.027934468586384043,0.06713498496816861,-0.01965082969927856,0.06621805652593071,0.003264125802298068
2013-02-28,0.033304438760295874,0.04678070302450443,0.006737705254088233,0.052122451292320626,0.012490892827214495
2013-03-31,-0.05769918852597122,-0.02093208489627063,-0.07323529919037597,-0.03234510535081725,-0.05942076122477857
2013-04-30,-0.057669095001759985,-0.07192460768261988,-0.028596994341279824,-0.07348452751200174,-0.047146727830067015
2013-05-31,-0.0014366443474429502,-0.05698660253846821,-0.014501407061011662,-0.054919700807045224,-0.02299070489094479
2013-06-30,0.0006241316072319592,-0.039338999718753875,-0.007543065320097853,-0.04039204638741367,-0.0109425492477353
2013-07-31,0.03877694279684718,0.008257119240918875,-0.0271501104691394,0.0195320543353672,-0.008250788556106947
2013-08-31,0.027743556636750988,0.03974788389536066,0.026630602300238948,0.031217182786370756,0.025043240615604923
2013-09-30,0.007268024727746791,0.021345074998513347,-0.0312833272343358,0.024683743961926297,-0.019115321099113736
2013-10-31,-0.01644229710795564,-0.029804317327739582,0.028937692853540753,-0.028577846890068592,0.01072181624788282
2013-11-30,-0.014140248960406332,-0.010788765665820321,-0.03442069101632761,-0.006370510393439943,-0.026351866412023917
2013-12-31,0.026092689044817874,0.00652272034958834,-0.005328195455053475,0.008388459398275927,0.0051719268215491
2014-01-31,-0.03190278619591069,0.011065288569884757,-0.0069380730221668685,0.005139236619935872,-0.005835458201874033
2014-02-28,0.014402893317646104,-0.003496866671419241,-0.020722368345890807,-0.004871130929692491,-0.017464567945070897
2014-03-31,-0.010036922643878121,-0.013176019786569348,0.011626328806996433,-0.009540501101389154,0.006353083664934367
2014-04-30,0.0037735349062346657,-0.0015811924650863673,0.056856890672601246,-0.0020901904592163234,0.04476323599969323
